subject_id 	subject_label 	predicate_id 	object_id 	object_label 	mapping_justification 	comment	mapping_date 	author_id 	subject_source 	subject_source_version 	object_source 	object_source_version 	confidence
http://nmrML.org/nmrCV#NMR:1400280	direct detection probe	skos:exactMatch	OBI:0000491	direct detection NMR probe	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
http://nmrML.org/nmrCV#NMR:1400131	flow probe	skos:exactMatch	OBI:0000519	flow probe	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
http://nmrML.org/nmrCV#NMR:1400244	NMR imaging probe	"skos:exactMatch	"	OBI:0000539	imaging NMR probe	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
http://nmrML.org/nmrCV#NMR:1400281	indirect detection probe	skos:exactMatch	OBI:0000640	indirect detection probe	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
http://nmrML.org/nmrCV#NMR:1400232	JEOL NMR probe	skos:exactMatch	OBI:0000529	JEOL NMR probe	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
http://nmrML.org/nmrCV#NMR:1400233	CapNMR probe	skos:exactMatch	OBI:0000635	JEOL CapNMR probe	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
http://nmrML.org/nmrCV#NMR:1400242	liquid NMR probe	skos:exactMatch	OBI:0000559	liquid NMR probe	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
http://nmrML.org/nmrCV#NMR:1400243	solid NMR probe	skos:exactMatch	OBI:0000479	solid NMR probe	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
http://nmrML.org/nmrCV#NMR:1400248	tecmag EAGLE probe	skos:exactMatch	OBI:0000564	tecmag EAGLE probe	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
http://nmrML.org/nmrCV#NMR:1400059	NMR instrument	skos:exactMatch	OBI:0000566	NMR instrument	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
http://nmrML.org/nmrCV#NMR:1400198	Bruker NMR instrument	skos:exactMatch	OBI:0000596	Bruker NMR instrument	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
http://nmrML.org/nmrCV#NMR:1400197	AVANCE II spectrometer	skos:exactMatch	OBI:0000580	AVANCE II spectrometer	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
http://nmrML.org/nmrCV#NMR:1400241	AC instrument	skos:exactMatch	OBI:0000541	Bruker AC series NMR instrument	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
http://nmrML.org/nmrCV#NMR:1400240	AMX instrument	skos:exactMatch	OBI:0000514	Bruker AMX series NMR instrument	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
http://nmrML.org/nmrCV#NMR:1400201	Capillary LC-NMR	skos:exactMatch	OBI:0000553	Bruker Capillary LC-NMR platform	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
http://nmrML.org/nmrCV#NMR:1000376	LC-NMR instrument	skos:exactMatch	OBI:0000503	Bruker LC-NMR platform	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
http://nmrML.org/nmrCV#NMR:1000377	LC-NMR/MS instrument	skos:exactMatch	OBI:0000582	Bruker LC-NMR/MS platform	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
http://nmrML.org/nmrCV#NMR:1400199	Metabolic Profiler instrument	skos:exactMatch	OBI:0000632	Bruker Metabolic Profiler	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
NA	NA	skos:exactMatch	OBI:0000613	Bruker SPE-NMR platform	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
http://nmrML.org/nmrCV#NMR:1400283	continuous wave NMR instrument	skos:exactMatch	OBI:0000486	continuous wave NMR instrument	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
http://nmrML.org/nmrCV#NMR:1400284	fourier transformation NMR instrument	skos:exactMatch	OBI:0000487	fourier transformation NMR instrument	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
http://nmrML.org/nmrCV#NMR:1400226	JEOL NMR instrument	skos:exactMatch	OBI:0000600	JEOL NMR instrument	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
http://nmrML.org/nmrCV#NMR:1400228	JNM-ECA Series FT NMR instrument	skos:exactMatch	OBI:0000641	JEOL ECA NMR spectrometer	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
http://nmrML.org/nmrCV#NMR:1400227	JNM-ECX Series FT NMR instrument	skos:exactMatch	OBI:0000625	JEOL ECX NMR spectrometer	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
http://nmrML.org/nmrCV#NMR:1400250	tecmag NMR instrument	skos:exactMatch	OBI:0000534	tecmag NMR instrument	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
http://nmrML.org/nmrCV#NMR:1400234	Varian NMR instrument	skos:exactMatch	OBI:0000611	Varian NMR instrument	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
http://nmrML.org/nmrCV#NMR:1400239	Varian GEMINI	skos:exactMatch	OBI:0000477	Varian GEMINI spectrometer	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
http://nmrML.org/nmrCV#NMR:1400235	Varian MERCURY	skos:exactMatch	OBI:0000631	Varian MERCURY spectrometer	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
http://nmrML.org/nmrCV#NMR:1000397	Varian UnityInova instrument	skos:exactMatch	OBI:0000558	Varian UNITY INOVA spectrometer	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
http://nmrML.org/nmrCV#NMR:1400237	Varian UNITY	skos:exactMatch	OBI:0000579	Varian UNITY spectrometer	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
http://nmrML.org/nmrCV#NMR:1400238	Varian VXR	skos:exactMatch	OBI:0000524	Varian VXR spectrometer	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
http://nmrML.org/nmrCV#NMR:1400130	magic angle spinning rotor	skos:exactMatch	OBI:0000523	magic angle spinning rotor	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
http://nmrML.org/nmrCV#NMR:1400132	NMR sample tube	skos:exactMatch	OBI:0000578	NMR sample tube	semapv:ManualMappingCuration	The mapping is based on lexical matching, introspection of OBI and detective work on issue trackers. Main reason for asserting skos:exactMatch is the fact that an author of nmrCV, Daniel Schober, is listed as the term editor of the OBI equivalents (see also: https://sourceforge.net/p/obi/mailman/message/20507660/ & https://sourceforge.net/p/obi/mailman/message/20621928/).	2024-08-29	orcid:0000-0002-1595-3213	http://nmrML.org/nmrCV	2.0	http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/obi/2024-06-10/obi.owl	0.95
